Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-06-26 12:00:03,Other,AIR TEMPERATURE 1 HOUR BEFORE Q1 = 24 DEGREES,,,,,,
2021-06-26 12:45:03,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 30%,,,,,,
2021-06-26 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-06-26 13:04:26,Other,CAR 9 (MAZ) TIME 1:07.229 DELETED - TRACK LIMITS AT TURN 9,,,,,,
2021-06-26 13:12:24,Other,CAR 10 (GAS) TIME 1:04.827 DELETED - TRACK LIMITS AT TURN 10,,,,,,
2021-06-26 13:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-06-26 13:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-06-26 13:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-06-26 13:40:14,Other,FIRST CAR TO TAKE THE FLAG - CAR 63 (RUS) ,,,,,,
2021-06-26 13:40:19,Other,CAR 22 (TSU) TIME 1:04.656 DELETED - TRACK LIMITS AT TURN 10,,,,,,
2021-06-26 13:40:34,Other,CAR 55 (SAI) TIME 1:04.711 DELETED - TRACK LIMITS AT TURN 9,,,,,,
2021-06-26 13:40:58,Other,CAR 18 (STR) TIME 1:04.775 DELETED - TRACK LIMITS AT TURN 10,,,,,,
2021-06-26 13:41:09,Other,CAR 5 (VET) TIME 1:04.711 DELETED - TRACK LIMITS AT TURN 10,,,,,,
2021-06-26 13:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-06-26 13:58:39,Other,TURN 4 INCIDENT INVOLVING CARS 22 (TSU) AND 77 (BOT) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2021-06-26 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-06-26 14:00:32,Other,FIRST CAR TO TAKE THE FLAG - CAR 22 (TSU),,,,,,
2021-06-26 14:00:45,Other,CAR 44 (HAM) TIME 1:06.385 DELETED - TRACK LIMITS AT TURN 9,,,,,,
