Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-09-10 15:45:12,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2021-09-10 15:00:10,Other,AIR TEMPERATURE 1 HOUR BEFORE Q1 = 27 DEGREES,,,,,,
2021-09-10 15:42:17,Other,DRS ENABLED IN ZONE 1,,,,,,
2021-09-10 15:45:12,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2021-09-10 15:00:10,Other,AIR TEMPERATURE 1 HOUR BEFORE Q1 = 27 DEGREES,,,,,,
2021-09-10 15:42:17,Other,DRS ENABLED IN ZONE 1,,,,,,
2021-09-10 15:45:12,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2021-09-10 16:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-09-10 16:03:04,Other,CAR 47 (MSC) TIME 0:00.000 DELETED - TRACK LIMITS AT TURN 11,,,,,,
2021-09-10 16:08:32,CarEvent,CAR 4 (NOR) MISSED THE APEX OF TURN 2,,,,,4,
2021-09-10 16:09:33,Other,CAR 18 (STR) TIME 2:09.799 DELETED - TRACK LIMITS AT TURN 5,,,,,,
2021-09-10 16:09:34,Other,CAR 14 (ALO) TIME 0:00.000 DELETED - TRACK LIMITS AT TURN 5,,,,,,
2021-09-10 16:10:20,Other,PIT LANE INCIDENT INVOLVING CARS 16 (LEC) AND 9 (MAZ) NOTED,,,,,,
2021-09-10 16:11:04,Other,CAR 22 (TSU) TIME 4:45.749 DELETED - TRACK LIMITS AT TURN 5,,,,,,
2021-09-10 16:11:52,Other,CAR 4 (NOR) TIME 1:21.109 DELETED - TRACK LIMITS AT TURN 11,,,,,,
2021-09-10 16:12:42,Other,TURN 6 INCIDENT INVOLVING CARS 9 (MAZ) AND 88 (KUB) NOTED,,,,,,
2021-09-10 16:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-09-10 16:18:27,Other,FIRST CAR TO TAKE THE FLAG - CAR 3 (RIC),,,,,,
2021-09-10 16:19:53,Other,CAR 22 (TSU) TIME 1:21.711 DELETED - TRACK LIMITS AT TURN 11,,,,,,
2021-09-10 16:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-09-10 16:26:20,Other,TURN 6 INCIDENT INVOLVING CARS 9 (MAZ) AND 88 (KUB) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2021-09-10 16:26:47,Other,PIT LANE INCIDENT INVOLVING CARS 16 (LEC) AND 9 (MAZ) NO INVESTIGATION NECESSARY,,,,,,
2021-09-10 16:39:34,Other,PIT LANE INCIDENT WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2021-09-10 16:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-09-10 16:40:20,Other,FIRST CAR TO TAKE THE FLAG - CAR 77 (BOT),,,,,,
2021-09-10 16:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-09-10 17:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-09-10 17:00:24,Other,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER),,,,,,
2021-09-10 17:13:58,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
2021-09-10 17:13:59,Other,DRS DISABLED IN ZONE 1,,,,,,
2021-09-10 17:13:59,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2021-09-10 17:13:59,Other,DRS ENABLED IN ZONE 1,,,,,,
