Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-09-28 12:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-28 12:07:22,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2019-09-28 12:07:43,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2019-09-28 12:11:15,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2019-09-28 12:11:22,Flag,RED FLAG,,RED,Track,,,
2019-09-28 12:11:22,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2019-09-28 12:11:48,CarEvent,CAR 23 (ALB) STOPPED AT TURN 13,,,,,23,
2019-09-28 12:16:56,Other,SESSION WILL RE-START AT 15:19,,,,,,
2019-09-28 12:18:00,Flag,TRACK CLEAR,,CLEAR,Track,,,
2019-09-28 12:18:02,Drs,DRS ENABLED,ENABLED,,,,,
2019-09-28 12:19:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-28 12:25:38,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-09-28 12:25:45,Other,FIRST CAR TO TAKE THE FLAG - 8,,,,,,
2019-09-28 12:28:30,Other,Q2 WILL START AT 15:32,,,,,,
2019-09-28 12:32:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-28 12:46:16,Other,PIT LANE INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) NOTED - NO INVESTIGATION NECESSARY,,,,,,
2019-09-28 12:47:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-09-28 12:47:09,Other,FIRST CAR TO TAKE THE FLAG - 5,,,,,,
2019-09-28 12:49:46,Other,Q3 WILL START AT 15:55,,,,,,
2019-09-28 12:55:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-28 13:07:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-09-28 13:07:24,Other,FIRST CAR TO TAKE THE FLAG - 5,,,,,,
2019-09-28 13:12:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
2019-09-28 13:13:21,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2019-09-28 13:22:52,Other,"PIT LANE OPEN - 16:35, PIT LANE CLOSED - 16:40, FORMATION LAP - 16:50",,,,,,
2019-09-28 13:27:59,Other,RISK OF RAIN FOR F2 FIRST RACE IS 20%,,,,,,
2019-09-28 13:30:07,Other,"SESSION TEMPERATURES: AIR = 21, TRACK = 27",,,,,,
